-1.120413363	1.787513175	0.536982985	-2.050155814
0.138803205	3.359373582	0.751175242	-3.074284309
0.524218883	5.871997134	2.758530118	-2.683345672
-0.935187122	5.439467907	1.699605938	-1.317079252
-0.900937248	0.55869517	1.45720491	-3.041624239
-0.872199951	0.872853323	1.869948246	-2.388578082
-1.757816069	-4.217766524	1.880079587	-4.671731329
-0.902883985	-0.535439794	0.808193575	-1.932596293
0.083575368	3.679547637	-0.022124801	-4.098551409
-0.059492256	4.13619805	1.910995614	-4.508884355
-0.861047113	-0.554836672	1.963899978	-1.773086066
-1.77634774	-0.541824354	0.48808713	-4.43945611
1.237071876	1.488628746	2.109037122	-2.506426289
-1.4286285	-1.98376616	-0.158763423	-1.358368455
-1.16829069	4.767132328	1.541551161	-0.317833006
0.147323093	3.795239963	2.214393183	-3.138688606
-2.499815394	4.626929582	1.304899357	-1.088451585
-1.097471334	2.258737015	1.795096517	-3.602140948
-1.738980149	2.19786849	3.222765832	-3.233490996
-0.535896273	-1.765043878	2.984959337	-2.107725395
-3.497608286	2.395987854	0.826038245	-2.137748523
-0.685950783	-0.473803028	2.789909475	-0.7150406
-3.413320261	-0.289990447	0.55286585	-0.688292775
-2.437293555	1.540517989	1.053433367	-1.288707589
-1.808480734	1.163822953	1.558874907	-8.533638657
0.399456615	6.470154219	1.940775722	-1.821679886
-2.04539162	4.980923744	2.503405368	-2.325857149
-2.252918383	-1.067533619	1.240688726	-1.611834138
-3.41252044	-1.334822958	1.813206558	-4.074675623
-2.25832231	1.255478468	2.481454317	-1.092903778
-0.251584936	2.008130418	2.513326481	-1.26057961
-0.259633506	3.308405754	2.5555332	-3.446654751
-2.645063572	0.677368616	2.407245247	-4.92742251
-1.730247855	1.941775561	2.41436478	-4.647120715
-1.603713972	3.27691242	1.529462755	-3.622998856
-0.569163931	-0.647431527	-0.561840131	-2.699867598
-2.318341609	1.801199673	1.116909695	-2.329396679
0.550352837	-1.013456116	0.275951923	-4.337537926
-0.96603314	-0.098739362	2.797757841	-2.020689269
-2.24601871	1.671818273	1.597104462	-6.861946685
0.10046119	4.154996752	1.290652802	-2.553641
0.124738568	2.672867026	0.745907306	-2.419484207
-2.335838765	3.325192423	2.104233323	-4.496428638
-2.209219228	0.40711687	0.665442088	1.359757344
-1.056986026	2.244293872	2.589714123	-4.51781732
-2.298359865	-0.005101938	0.608133223	-5.229464463
-1.9690748	-1.37767459	1.409244279	-3.667324065
0.11418795	2.434091861	-0.505160374	0.870950704
1.188581498	3.375138571	0.825232928	-5.543899104
1.485988723	0.934450018	1.57389879	-1.959214031
-2.110454138	3.725025888	1.44494839	-3.961324193
-0.96280581	-0.3589882	2.566467479	-5.581935588
0.844244139	2.357730944	1.356884661	-4.105501811
-1.830223257	4.408602281	1.631543533	-3.593040743
-1.385898297	2.630184814	2.494481587	-2.377621825
-0.310637417	0.249540124	1.804628079	-1.251676715
-0.338821609	-0.549407866	0.560331227	-5.948254895
-2.896774191	3.408382452	0.879190143	-3.152670025
0.152731775	2.218877473	1.621470756	-2.892503748
-0.352830413	1.263551011	1.917028212	-1.393144519
-2.083200101	-2.448623553	1.706887226	-3.420804678
-1.488150592	2.734969222	0.520158327	-3.473155767
-1.998905964	-1.111750827	2.110339712	-4.238846536
0.483190857	1.735463475	0.107852426	-2.110713162
-0.060739242	3.632446181	1.672180588	0.527187166
-1.936192696	0.456920892	1.579010793	-3.656940367
-0.04725134	-1.082087398	3.412918301	-5.653781107
-2.812134988	-0.028850689	4.063033666	-1.371918302
-0.410421653	2.629250608	2.117573428	-4.995711126
-0.153143752	2.719165772	1.882349513	-4.162130701
-3.159084177	-0.233210389	1.963005816	-5.659155584
-0.285144163	-1.129891709	1.950778229	-5.257339539
-1.044105711	1.705198816	1.289818747	-3.330188999
-0.729681914	-3.773965791	2.235214621	-4.197170268
-1.338100795	-0.224392324	0.587055839	-3.265250179
-1.101247527	2.333991188	1.230808068	-3.646600974
-0.643442157	2.959093594	-0.071145408	-4.938905676
-1.672627653	1.519523766	1.446885422	-1.570110848
-1.378481081	1.917084941	1.956872556	-0.048980773
-1.310587371	1.924220995	2.923979174	-1.113819606
-1.475414187	-1.954990702	1.205982095	-6.770006059
-1.523984997	0.421902845	1.631298025	-5.24506905
-1.078695265	-1.806504412	1.108504836	-1.272455343
-2.7806317	1.493448609	1.288175401	-3.114602228
0.213913088	1.293929796	1.24047952	0.86668175
-1.931567558	6.096205511	1.74332342	-1.527843866
-0.549712212	2.498942979	1.399009561	0.086555454
0.548846144	2.810735417	1.057887025	-1.582472573
0.74664542	1.268350908	1.383144795	-3.045878284
-0.734925426	1.965116645	3.82656379	-1.026452995
-0.920506565	1.6802832	1.96940498	-1.196056794
-1.320334188	0.488976414	2.899023887	1.472853336
-1.432208324	1.224084871	1.017621943	-1.329509142
0.46452567	5.145466612	1.357527232	0.679787839
-1.233215021	1.144914692	1.98674962	-2.582537333
-1.857786914	4.254076646	1.132617836	-1.309558063
-1.010535608	2.357620591	1.851808065	-6.432653396
-1.318396343	-1.030001051	0.4252332	-4.985566487
-0.082238805	3.560782221	1.56202891	-3.440552296
-1.207606472	1.190242763	1.420240437	-2.885137424
-0.997657855	-2.164692309	1.99284324	-2.783045709
-1.627964582	2.409293251	2.285122428	-2.943978943
-1.671876709	3.502454791	1.44049964	-6.493115383
-3.098463126	-4.833399892	0.819722153	-2.605594768
-2.442938067	-1.083515719	1.443541426	-1.756311791
0.81576103	3.043049231	2.467184537	-0.723694711
-0.136271227	3.913776167	2.123069767	-4.27929808
-0.000636369	6.841047583	2.424504579	-0.144962824
0.365495876	-0.828174796	2.037079186	-0.439869131
-0.752917685	-0.46709515	1.260675761	-1.684217226
